English Word	Valence	Arousal	Dominance	Khmer Word
joy	0.980	0.824	0.794	ភាពរីករាយ
joyful	0.990	0.740	0.667	រីករាយ
joyous	0.958	0.580	0.728	រីករាយ
joyride	0.694	0.550	0.500	រីករាយ
joys	0.981	0.643	0.651	ភាពរីករាយ
jubilant	0.844	0.673	0.664	រីករាយ
jubilee	0.916	0.500	0.579	រីករាយ
judge	0.510	0.604	0.857	ចៅក្រម
judged	0.281	0.686	0.722	វិនិច្ឆ័យ
judging	0.240	0.625	0.693	ការវិនិច្ឆ័យ
judgment	0.396	0.600	0.816	ការវិនិច្ឆ័យ
judgmental	0.330	0.602	0.579	វិនិច្ឆ័យ
judicial	0.378	0.667	0.833	តុលាការ
judiciary	0.439	0.740	0.897	តុលាការ
judicious	0.630	0.432	0.772	វិនិច្ឆ័យ
judo	0.500	0.790	0.612	យូដូ
jug	0.520	0.250	0.213	ពាង
juggle	0.594	0.760	0.426	លេងសើច
juggler	0.633	0.821	0.480	អ្នកលេងល្បែង
juggling	0.562	0.874	0.346	លេងសើច
jugular	0.271	0.573	0.426	jugular
juice	0.776	0.281	0.352	ទឹកផ្លែឈើ
juicer	0.552	0.520	0.564	ទឹកផ្លែឈើ
juicy	0.823	0.529	0.490	juicy
juju	0.541	0.519	0.206	ជូជូ
juke	0.500	0.491	0.410	រឿងកំប្លែង
jukebox	0.699	0.540	0.429	ប្រអប់លេងល្បែង
jumble	0.357	0.613	0.331	ច្របូកច្របល់
jumbled	0.292	0.602	0.445	ច្របូកច្របល់
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	លោត
jump rope	0.656	0.660	0.368	លោតខ្សែ
jumper	0.615	0.336	0.481	អ្នកលោត
jumpsuit	0.562	0.365	0.361	ឈុតសំពត់
jumpy	0.353	0.810	0.216	លោត
junction	0.490	0.481	0.364	ប្រសព្វ
juncture	0.365	0.582	0.491	ប្រសព្វ
jungle	0.500	0.510	0.481	ព្រៃ
junior	0.635	0.343	0.304	សិស្ស​ប្អូន
juniper	0.583	0.327	0.352	juniper
junk	0.115	0.481	0.118	សំរាម
junket	0.490	0.519	0.386	ធុងសំរាម
junkie	0.135	0.860	0.363	មនុស្សល្មោភកាម
junky	0.385	0.595	0.343	ឥតប្រយោជន៍
junkyard	0.177	0.398	0.302	កន្លែងចាក់សំរាម
junta	0.451	0.503	0.704	របបយោធា
juridical	0.520	0.431	0.873	តុលាការ
jurisdiction	0.480	0.580	0.820	យុត្តាធិការ
jurisprudence	0.360	0.425	0.764	នីតិសាស្ត្រ
jurist	0.479	0.523	0.713	មេធាវី
juror	0.582	0.640	0.750	ចៅក្រម
jury	0.479	0.607	0.789	គណៈវិនិច្ឆ័យ
justice	0.760	0.538	0.787	យុត្តិធម៌
justifiable	0.786	0.413	0.821	សមហេតុផល
justification	0.622	0.444	0.661	យុត្តិកម្ម
justify	0.612	0.473	0.615	បង្ហាញភាពត្រឹមត្រូវ
juststop	0.417	0.379	0.364	គ្រាន់​តែ​ឈប់
justthebeginning	0.573	0.451	0.481	ទើបតែចាប់ផ្តើម
jute	0.551	0.216	0.295	jute
juvenile	0.678	0.490	0.526	អនីតិជន
juxtaposition	0.427	0.500	0.460	ភាពជាប់គ្នា។
kaiser	0.470	0.509	0.690	កៃសឺរ
kale	0.469	0.226	0.411	ខាត់ណា
kaleidoscope	0.615	0.439	0.580	កែវភ្នែក
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	កង់ហ្គូរូ
kanji	0.510	0.413	0.425	កានជី
kappa	0.469	0.375	0.366	កាប៉ា
kaput	0.281	0.441	0.440	កាពូត
karaoke	0.763	0.649	0.342	ខារ៉ាអូខេ
karate	0.562	0.833	0.598	ការ៉ាតេ
karma	0.500	0.510	0.537	កម្មផល
karmic	0.357	0.459	0.464	កម្មផល
kayak	0.592	0.600	0.364	កាយ៉ាក់
kazoo	0.503	0.462	0.411	កាហ្សូ
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	keel
keen	0.823	0.719	0.806	ចាប់អារម្មណ៍
keep	0.714	0.296	0.547	រក្សា
keeper	0.612	0.457	0.773	អ្នកចាំទី
keeping	0.592	0.280	0.723	ការរក្សា
keepsake	0.740	0.307	0.491	វត្ថុអនុស្សាវរីយ៍
keg	0.551	0.389	0.404	កេស
kelp	0.479	0.264	0.213	kelp
ken	0.438	0.409	0.360	ខេន
kennel	0.430	0.480	0.406	កន្ទេល
kerchief	0.520	0.189	0.236	កន្សែង
kern	0.438	0.420	0.449	ខេន
kernel	0.542	0.453	0.462	ខឺណែល
kerosene	0.302	0.472	0.427	ប្រេងកាត
ketchup	0.653	0.338	0.282	ketchup
kettle	0.357	0.497	0.333	កំសៀវ
key	0.615	0.275	0.519	គន្លឹះ
keyboard	0.573	0.279	0.349	ក្តារចុច
keyed	0.469	0.497	0.521	ចាក់សោ
keyhole	0.438	0.358	0.356	រន្ធគន្លឹះ
keynote	0.630	0.431	0.545	សុន្ទរកថា
keypad	0.604	0.255	0.330	ក្ដារចុច
keystone	0.573	0.438	0.491	គ្រាប់ចុច
keyword	0.602	0.520	0.747	ពាក្យគន្លឹះ
khaki	0.594	0.252	0.278	កាគី
khan	0.463	0.476	0.529	ខណ្ឌ
kibble	0.510	0.458	0.404	គីបបល។
kick	0.271	0.791	0.526	ទាត់
kickboxing	0.427	0.882	0.651	ប្រដាល់សេរី
kicker	0.427	0.711	0.614	កីឡាករទាត់
kicking	0.327	0.802	0.510	ទាត់
kickoff	0.583	0.600	0.629	ទាត់ចោល
kid	0.760	0.453	0.298	ក្មេង
kidder	0.708	0.768	0.471	ក្មេង
kidding	0.622	0.625	0.457	និយាយលេង
kiddo	0.674	0.393	0.419	ក្មេង
kiddos	0.500	0.480	0.342	ក្មេង
kidnap	0.032	0.923	0.535	ចាប់ជំរិត
kidnapped	0.044	0.923	0.455	ចាប់ជំរិត
kidnapper	0.115	0.906	0.618	ចាប់ជំរិត
kidnapping	0.094	0.880	0.561	ការចាប់ជំរិត
kidney	0.448	0.363	0.380	តម្រងនោម
kids	0.837	0.500	0.417	កុមារ
kill	0.052	0.941	0.736	សម្លាប់
killer	0.041	0.971	0.543	ឃាតករ
killing	0.080	0.959	0.696	ការសម្លាប់
killjoy	0.178	0.550	0.324	សប្បាយ
kiln	0.451	0.423	0.414	ឡដុត
kilo	0.438	0.358	0.461	គីឡូក្រាម
kilogram	0.510	0.260	0.455	គីឡូក្រាម
kilometer	0.490	0.439	0.485	គីឡូម៉ែត្រ
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	គីម៉ូណូ
kin	0.543	0.441	0.457	បងប្អូន
kind	0.918	0.240	0.618	ប្រភេទ
kindergarten	0.833	0.462	0.308	មត្តេយ្យ
kindling	0.520	0.651	0.421	ភ្លើង
kindness	0.938	0.350	0.508	សេចក្តីសប្បុរស
kindred	0.760	0.418	0.517	សាច់ញាតិ
kinematics	0.594	0.480	0.614	kinematics
kinesiology	0.491	0.480	0.633	kinesiology
kinetic	0.582	0.540	0.537	kinetic
king	0.677	0.690	0.892	ស្តេច
king snake	0.458	0.835	0.647	ស្តេចពស់
kingdom	0.714	0.547	0.910	នគរ
kingpin	0.357	0.626	0.642	ស្តេចភីន
kink	0.337	0.634	0.321	កន្ត្រាក់
kinky	0.449	0.558	0.361	ខ្ជិល
kinship	0.771	0.300	0.652	ញាតិមិត្ត
kiosk	0.500	0.286	0.321	បញ្ជរ
kirk	0.510	0.390	0.388	Kirk
kiss	0.967	0.813	0.630	ថើប
kisser	0.844	0.682	0.618	អ្នកថើប
kissy	0.874	0.684	0.402	ថើប
kit	0.583	0.344	0.420	ឧបករណ៍
kitchen	0.700	0.234	0.398	ផ្ទះបាយ
kite	0.643	0.500	0.573	ខ្លែង
kitten	0.816	0.343	0.260	កូនឆ្មា
kiwi	0.646	0.273	0.282	សត្វ​ឃី​វី
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	ពូកែ
knapsack	0.551	0.317	0.268	កាបូបស្ពាយ
knead	0.490	0.457	0.345	ច្របាច់
knee	0.520	0.245	0.396	ជង្គង់
kneecap	0.427	0.360	0.440	ក្បាលជង្គង់
kneel	0.426	0.417	0.217	លុតជង្គង់
kneeling	0.245	0.435	0.144	លុតជង្គង់
knell	0.354	0.500	0.377	លុតជង្គង់
knick	0.480	0.509	0.420	ទាត់
knickers	0.552	0.428	0.328	អ្នកទាត់បាល់
knife	0.344	0.717	0.573	កាំបិត
knight	0.780	0.441	0.835	អ្នកជិះសេះ
knighthood	0.740	0.660	0.769	ភាពជាបុរស
knit	0.630	0.144	0.295	ប៉ាក់
knob	0.340	0.360	0.272	ប៊ូតុង
knock	0.312	0.531	0.527	គោះ
knockoff	0.350	0.606	0.240	គោះ
knockout	0.388	0.755	0.664	វាយ​ឱ្យ​សន្លប់
knoll	0.434	0.347	0.333	knoll
knot	0.541	0.221	0.408	knot
knots	0.418	0.346	0.267	knots
knotted	0.226	0.412	0.294	knotted
know	0.765	0.361	0.704	ដឹង
knowing	0.833	0.353	0.658	ដឹង
knowingly	0.500	0.459	0.481	ដោយដឹង
knowledge	0.847	0.430	0.896	ចំណេះដឹង
knowledgeable	0.865	0.455	0.971	មានចំណេះដឹង
knuckle	0.655	0.333	0.393	កដៃ
knucklehead	0.157	0.485	0.288	ក្បាលជង្គង់
knuckles	0.271	0.461	0.320	កដៃ
koala	0.608	0.210	0.311	កូឡា
kook	0.417	0.471	0.398	កុក
kooky	0.418	0.582	0.366	កុកគី
kool-aid	0.531	0.318	0.393	kool-ជំនួយ
kos	0.500	0.471	0.407	កូស
kosher	0.469	0.443	0.312	កូសឺរ
kraut	0.388	0.500	0.390	ក្រចេះ
kris	0.427	0.417	0.407	គ្រីស
kryptonite	0.306	0.690	0.588	គ្រីបតូនីត
kudos	0.925	0.587	0.642	សូមសរសើរ
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	មន្ទីរពិសោធន៍
label	0.582	0.245	0.423	ស្លាក​សញ្ញា
labor	0.594	0.639	0.754	ពលកម្ម
laboratory	0.571	0.490	0.537	មន្ទីរពិសោធន៍
labored	0.646	0.451	0.637	ធ្វើការ
laborer	0.561	0.510	0.698	កម្មករ
laboring	0.705	0.644	0.737	ពលកម្ម
laborious	0.393	0.635	0.709	នឿយហត់
labyrinth	0.479	0.811	0.491	labyrinth
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	ចរ
laceration	0.143	0.667	0.443	ការដាច់រហែក
lack	0.250	0.365	0.242	ខ្វះខាត
lackey	0.260	0.510	0.166	ខ្វះ​ខាត
lacking	0.229	0.375	0.121	ខ្វះខាត
lackluster	0.250	0.311	0.264	ខ្វះពន្លឺ
lacquer	0.510	0.353	0.258	ម្រ័ក្សណ៍ខ្មុក
lacrosse	0.573	0.656	0.509	ឡាកូស
lactose	0.479	0.290	0.433	ជាតិ lactose
lad	0.637	0.388	0.336	ក្មេង
ladder	0.560	0.438	0.358	ជណ្ដើរ
laddie	0.668	0.539	0.391	ស្ត្រី
laden	0.392	0.478	0.554	ផ្ទុក
lading	0.388	0.463	0.409	ជណ្ដើរ
ladle	0.531	0.368	0.352	ជណ្ដើរ
lady	0.854	0.481	0.602	ស្ត្រី
lady bug	0.490	0.434	0.381	កំហុសស្ត្រី
ladybug	0.602	0.400	0.224	សត្វល្អិត
ladylike	0.592	0.559	0.538	ដូចស្ត្រី
ladyship	0.561	0.480	0.822	ភាពជាស្ត្រី
lag	0.220	0.375	0.246	ភាពយឺតយ៉ាវ
lager	0.584	0.480	0.353	ស្រាក្រឡុក
lagging	0.135	0.538	0.277	យឺតយ៉ាវ
lagoon	0.660	0.231	0.373	បឹង
lair	0.469	0.438	0.392	lair
laity	0.510	0.320	0.487	គ្រហស្ថ
lake	0.694	0.196	0.425	បឹង
lama	0.560	0.320	0.400	ឡាម៉ា
lamb	0.646	0.284	0.321	សាច់ចៀម
lame	0.145	0.410	0.217	ខ្វិន
lament	0.198	0.398	0.352	ទួញសោក
lamenting	0.156	0.390	0.254	ទួញសោក
lamina	0.510	0.314	0.408	ឡាមីណា
laminated	0.417	0.304	0.373	ឡាមីណេត
lamp	0.510	0.260	0.309	ចង្កៀង
lamppost	0.420	0.337	0.455	បង្គោល​ភ្លើង
lance	0.406	0.620	0.587	ស្លឹកឈើ
lancer	0.417	0.528	0.519	lancer
land	0.582	0.260	0.616	ដី
landed	0.709	0.620	0.480	បានចុះចត
landfall	0.521	0.434	0.407	ការធ្លាក់ដី
landfill	0.398	0.423	0.324	កន្លែងចាក់សំរាម
landing	0.552	0.696	0.596	ការចុះចត
landlady	0.677	0.303	0.417	ស្ត្រីដី
landlocked	0.280	0.391	0.367	គ្មានផ្លូវគោក
landlord	0.684	0.500	0.858	ម្ចាស់ផ្ទះ
landmark	0.694	0.355	0.681	កន្លែងសម្គាល់
lands	0.594	0.280	0.492	ដី
landscape	0.719	0.176	0.423	ទេសភាព
landscaping	0.823	0.379	0.519	ទេសភាព
landslide	0.250	0.864	0.530	ការរអិលបាក់ដី
lane	0.449	0.490	0.451	ផ្លូវ
language	0.677	0.337	0.704	ភាសា
languid	0.281	0.270	0.283	ងឿងឆ្ងល់
languish	0.235	0.408	0.382	នឿយហត់
languishing	0.308	0.459	0.353	អស់កម្លាំង
lanky	0.412	0.426	0.370	ខ្ជិល
lantern	0.622	0.250	0.243	ចង្កៀង
lap	0.583	0.510	0.412	ភ្លៅ
lapdog	0.388	0.490	0.269	lapdog
lapel	0.460	0.287	0.288	ក្រប
lapse	0.420	0.316	0.281	រំលង
lapsed	0.357	0.333	0.276	រំលង
laptop	0.724	0.270	0.519	កុំព្យូទ័រយួរដៃ
larceny	0.272	0.821	0.454	ចោរកម្ម
lard	0.427	0.239	0.179	lard
larder	0.656	0.290	0.509	larder
large	0.704	0.565	0.736	ធំ
larger	0.729	0.654	0.763	ធំជាង
largo	0.521	0.480	0.517	ឡាហ្គោ
lark	0.570	0.292	0.352	ឡាក
larva	0.245	0.423	0.254	ដង្កូវ
laryngitis	0.125	0.500	0.370	រលាកបំពង់ក
larynx	0.460	0.420	0.402	បំពង់ក
lasagna	0.719	0.441	0.396	ឡាសាណា
laser	0.469	0.531	0.769	ឡាស៊ែរ
lash	0.235	0.794	0.609	រោមភ្នែក
lass	0.656	0.536	0.433	នារី
lasso	0.438	0.460	0.339	ឡាសសូ
lastday	0.309	0.580	0.463	ថ្ងៃ​ចុងក្រោយ
lasting	0.804	0.535	0.745	យូរអង្វែង
lastminute	0.418	0.582	0.385	នាទី​ចុងក្រោយ
latch	0.395	0.263	0.288	កូនសោ
late	0.245	0.358	0.315	យឺត
lateness	0.214	0.388	0.343	ភាពយឺតយ៉ាវ
latent	0.469	0.500	0.653	មិនទាន់ឃើញច្បាស់
lateral	0.469	0.370	0.322	ចំហៀង
laterally	0.562	0.255	0.450	ចំហៀង
latex	0.479	0.413	0.325	ជ័រ
lathe	0.510	0.450	0.425	ម៉ាស៊ីនក្រឡឹង
lather	0.635	0.327	0.313	ស្បែក
latitude	0.562	0.306	0.490	រយៈទទឹង
latrine	0.380	0.353	0.176	បង្គន់អនាម័យ
latrines	0.214	0.462	0.267	បង្គន់អនាម័យ
latte	0.615	0.320	0.311	ឡាតេ
lattice	0.406	0.420	0.349	បន្ទះឈើ
laud	0.493	0.427	0.383	ឡូដ
laudable	0.740	0.472	0.682	គួរឲ្យសរសើរ
laudation	0.542	0.547	0.623	ការសរសើរ
laudatory	0.612	0.417	0.450	សរសើរ
laugh	0.980	0.639	0.587	សើច
laughable	0.592	0.627	0.298	គួរឱ្យអស់សំណើច
laughing	0.906	0.596	0.534	សើច
laughingstock	0.427	0.779	0.312	ការសើច
laughs	0.812	0.846	0.425	សើច
laughter	0.959	0.654	0.588	សំណើច
launch	0.684	0.814	0.598	បើកដំណើរការ
launcher	0.677	0.745	0.808	កម្មវិធីបើកដំណើរការ
launches	0.490	0.663	0.602	ការបើកដំណើរការ
launder	0.479	0.450	0.349	អ្នកបោកគក់
laundering	0.439	0.327	0.444	ការលាងលុយកខ្វក់
laundry	0.644	0.292	0.377	បោកគក់
laureate	0.724	0.402	0.702	ជ័យលាភី
laurel	0.646	0.146	0.302	ឡូរ៉ល
laurels	0.684	0.279	0.545	ឡូរ៉ល
lava	0.280	0.539	0.615	កម្អែល
lavage	0.615	0.467	0.361	លាងជម្រះ
lavatory	0.510	0.400	0.259	បន្ទប់ទឹក
lavender	0.812	0.198	0.388	ផ្កាឡាវេនឌឺ
lavish	0.792	0.648	0.730	ឡូយ
law	0.740	0.590	0.815	ច្បាប់
lawful	0.660	0.394	0.780	ស្របច្បាប់
lawless	0.219	0.690	0.420	គ្មានច្បាប់
lawlessness	0.156	0.804	0.509	ភាពគ្មានច្បាប់
lawman	0.510	0.523	0.786	អ្នកច្បាប់
lawn	0.686	0.153	0.192	វាលស្មៅ
lawnmower	0.480	0.531	0.355	ប្រដាប់​កាត់​ស្មៅ
lawsuit	0.219	0.794	0.611	បណ្តឹង
lawyer	0.521	0.569	0.784	មេធាវី
lax	0.430	0.401	0.300	ធូររលុង
laxative	0.271	0.550	0.528	ថ្នាំបញ្ចុះលាមក
lay	0.521	0.336	0.491	ដេក
layaway	0.429	0.510	0.451	ផ្លូវចេញចូល
layer	0.500	0.208	0.366	ស្រទាប់
layered	0.571	0.306	0.436	ស្រទាប់
layman	0.531	0.339	0.424	ឧបាសក
layout	0.615	0.442	0.557	ប្លង់
layover	0.520	0.355	0.500	ការបញ្ឈប់
laziness	0.271	0.240	0.132	ភាពខ្ជិល
lazy	0.392	0.264	0.096	ខ្ជិល
lazyday	0.337	0.319	0.145	ថ្ងៃ​ដែល​ខ្ជិល
lea	0.583	0.294	0.358	លា
lead	0.323	0.657	0.455	នាំមុខ
leaded	0.439	0.625	0.595	ដឹកនាំ
leader	0.833	0.582	0.926	អ្នកដឹកនាំ
leadership	0.870	0.690	0.983	ភាពជាអ្នកដឹកនាំ
leading	0.823	0.698	0.954	នាំមុខ
leads	0.530	0.471	0.615	នាំមុខ
leaf	0.583	0.156	0.294	ស្លឹក
leaflet	0.490	0.206	0.375	ខិត្តប័ណ្ណ
leafy	0.653	0.530	0.700	ស្លឹក
league	0.656	0.340	0.462	លីក
