English Word	Valence	Arousal	Dominance	Gujarati Word
pathway	0.646	0.410	0.519	માર્ગ
patience	0.771	0.125	0.387	ધીરજ
patient	0.583	0.193	0.340	દર્દી
patio	0.562	0.245	0.402	પેશિયો
patriarch	0.592	0.448	0.898	પિતૃસત્તાક
patriarchal	0.531	0.500	0.857	પિતૃસત્તાક
patrimony	0.719	0.406	0.740	વતન
patriot	0.771	0.635	0.886	દેશભક્ત
patriotic	0.875	0.509	0.933	દેશભક્તિ
patriotism	0.708	0.635	0.848	દેશભક્તિ
patrol	0.427	0.664	0.736	પેટ્રોલિંગ
patrolman	0.469	0.731	0.884	ચોકીદાર
patron	0.583	0.451	0.870	આશ્રયદાતા
patronage	0.583	0.490	0.583	આશ્રયદાતા
patronising	0.439	0.455	0.582	આશ્રયદાતા
patronize	0.430	0.451	0.591	સમર્થન આપવું
patronizing	0.542	0.365	0.529	આશ્રયદાતા
patter	0.312	0.635	0.451	પેટર
pattern	0.479	0.422	0.664	પેટર્ન
paucity	0.153	0.453	0.175	તંગી
pauper	0.260	0.347	0.151	ગરીબ
pause	0.429	0.188	0.264	વિરામ
pave	0.594	0.490	0.509	મોકળો
pavement	0.460	0.353	0.475	પેવમેન્ટ
pavilion	0.583	0.500	0.770	પેવેલિયન
paving	0.408	0.469	0.545	ફરસ
paw	0.417	0.360	0.286	પંજો
pawn	0.390	0.321	0.187	પ્યાદુ
pawnshop	0.396	0.439	0.519	વસ્તુ ગિરવે મુકી ને પૈસા મળે એ દુકાન
pax	0.551	0.421	0.473	pax
pay	0.514	0.588	0.592	ચૂકવણી
payable	0.385	0.480	0.606	ચૂકવવાપાત્ર
payback	0.459	0.500	0.567	વળતર
paycheck	0.896	0.630	0.652	પગાર ચેક
payday	0.833	0.741	0.571	પગાર દિવસ
payer	0.313	0.630	0.638	ચૂકવનાર
payload	0.612	0.510	0.682	પેલોડ
payment	0.629	0.452	0.643	ચુકવણી
payoff	0.740	0.644	0.673	ચૂકતે કરવું
payout	0.646	0.600	0.575	ચૂકવણી
payphone	0.469	0.360	0.370	પેફોન
payroll	0.521	0.360	0.549	પગારપત્રક
pea	0.580	0.275	0.298	વટાણા
peace	0.939	0.156	0.613	શાંતિ
peaceable	0.776	0.134	0.453	શાંતિપૂર્ણ
peaceful	0.867	0.108	0.569	શાંતિપૂર્ણ
peacefully	0.901	0.190	0.639	શાંતિથી
peacekeeper	0.865	0.320	0.644	શાંતિ રક્ષક
peaceofmind	0.786	0.160	0.519	મનની શાંતિ
peacetime	0.949	0.180	0.579	શાંતિનો સમય
peach	0.704	0.480	0.272	આલૂ
peachy	0.755	0.479	0.388	પીચી
peacock	0.786	0.449	0.458	મોર
peak	0.500	0.345	0.431	ટોચ
peaked	0.677	0.704	0.857	ટોચ પર
peanut	0.646	0.202	0.246	મગફળી
peanuts	0.542	0.294	0.324	મગફળી
pear	0.677	0.158	0.241	પિઅર
pearl	0.905	0.425	0.642	મોતી
pearly	0.635	0.337	0.373	મોતી જેવું
peas	0.542	0.283	0.310	વટાણા
peasant	0.530	0.275	0.407	ખેડૂત
peat	0.333	0.655	0.504	પીટ
pebble	0.354	0.353	0.287	કાંકરા
pecan	0.552	0.316	0.358	પેકન
peck	0.202	0.530	0.321	પેક
pecker	0.459	0.509	0.375	પેકર
peculiar	0.600	0.491	0.564	વિચિત્ર
peculiarities	0.511	0.460	0.528	વિશિષ્ટતા
peculiarity	0.439	0.452	0.652	વિશિષ્ટતા
peculiarly	0.615	0.450	0.454	વિશિષ્ટ રીતે
pecuniary	0.490	0.490	0.500	નાણાંકીય
pedal	0.500	0.320	0.342	પેડલ
pedantic	0.229	0.608	0.253	પેડન્ટિક
peddle	0.539	0.549	0.538	પેડલ
peddler	0.408	0.481	0.390	વેપારી
pedestal	0.735	0.284	0.579	પગથિયું
pedestrian	0.438	0.360	0.448	રાહદારી
pediatric	0.560	0.462	0.490	બાળરોગ
pediatrician	0.602	0.500	0.627	બાળરોગ ચિકિત્સક
pediatrics	0.750	0.380	0.596	બાળરોગ
pedicure	0.695	0.269	0.296	પેડિક્યોર
pedigree	0.625	0.340	0.609	વંશાવલિ
pedometer	0.469	0.561	0.405	પેડોમીટર
pedophile	0.051	0.724	0.430	પીડોફિલ
pee	0.449	0.529	0.391	પેશાબ
peek	0.486	0.360	0.411	ડોકિયું
peekaboo	0.592	0.607	0.412	પીકબૂ
peel	0.439	0.250	0.279	છાલ
peep	0.573	0.317	0.269	ડોકિયું
peeper	0.182	0.537	0.343	પીપર
peephole	0.479	0.500	0.310	પીફોલ
peer	0.458	0.321	0.569	સાથીદાર
peering	0.514	0.409	0.451	પીઅરિંગ
peerless	0.688	0.450	0.462	પીઅરલેસ
peeved	0.156	0.750	0.467	ચીડવું
peg	0.520	0.357	0.393	ખીલી
pegs	0.408	0.286	0.386	ડટ્ટા
peice	0.479	0.422	0.398	પીસ
pelagic	0.521	0.554	0.491	પેલેજિક
pelican	0.573	0.391	0.380	પેલિકન
pellet	0.448	0.390	0.466	છરો
pelvic	0.320	0.632	0.373	પેલ્વિક
pelvis	0.378	0.618	0.380	પેલ્વિસ
pen	0.622	0.194	0.250	પેન
penal	0.208	0.565	0.610	દંડ
penalty	0.062	0.490	0.240	દંડ
penance	0.219	0.667	0.463	તપશ્ચર્યા
penchant	0.688	0.480	0.609	તપ
pencil	0.552	0.200	0.263	પેન્સિલ
pendant	0.676	0.321	0.385	પેન્ડન્ટ
pendency	0.396	0.452	0.472	પેન્ડન્સી
pendent	0.470	0.380	0.425	પેન્ડન્ટ
pending	0.396	0.441	0.473	બાકી
pendulum	0.542	0.368	0.434	લોલક
penetrate	0.287	0.877	0.732	ભેદવું
penetrating	0.469	0.792	0.782	પેનિટ્રેટિંગ
penetration	0.438	0.885	0.792	પ્રવેશ
penguin	0.615	0.296	0.307	પેંગ્વિન
penicillin	0.417	0.431	0.566	પેનિસિલિન
penile	0.490	0.736	0.491	શિશ્ન
peninsula	0.551	0.384	0.627	દ્વીપકલ્પ
penis	0.354	0.810	0.556	શિશ્ન
penitent	0.542	0.530	0.508	પસ્તાવો કરનાર
penitentiary	0.229	0.726	0.491	પ્રાયશ્ચિત
penmanship	0.677	0.284	0.509	કલમ
pennant	0.542	0.380	0.426	પેનન્ટ
penniless	0.062	0.316	0.083	પેનિલેસ
penny	0.615	0.302	0.324	પૈસો
pension	0.625	0.409	0.406	પેન્શન
pensioner	0.440	0.245	0.442	પેન્શનર
pensive	0.540	0.220	0.529	વિચારશીલ
pentagon	0.490	0.636	0.774	પંચકોણ
pentagram	0.510	0.433	0.466	પેન્ટાગ્રામ
penthouse	0.592	0.430	0.395	પેન્ટહાઉસ
penultimate	0.469	0.366	0.255	અંતિમ
people	0.604	0.400	0.500	લોકો
peopled	0.594	0.450	0.679	લોકો
pep	0.510	0.510	0.364	પીપ
pepper	0.400	0.539	0.328	મરી
peppermint	0.720	0.264	0.271	તીખા તમતમતા સ્વાદવાળું તેલ આપનારી એક વનસ્પતિ
pepperoni	0.796	0.472	0.358	પેપેરોની
peppy	0.677	0.529	0.438	પેપી
peptic	0.398	0.463	0.362	પેપ્ટીક
peptide	0.380	0.480	0.411	પેપ્ટાઇડ
perceive	0.653	0.490	0.655	સમજવું
percent	0.470	0.350	0.356	ટકા
percentage	0.469	0.400	0.553	ટકાવારી
percentile	0.479	0.410	0.390	ટકાવારી
perceptible	0.710	0.460	0.620	ગ્રહણક્ષમ
perception	0.653	0.481	0.655	ધારણા
perceptive	0.745	0.500	0.741	ગ્રહણશીલ
perch	0.531	0.300	0.314	પેર્ચ
perchance	0.480	0.224	0.298	સંભવતઃ
percolation	0.397	0.417	0.415	પરકોલેશન
percussion	0.622	0.635	0.642	પર્ક્યુસન
perdition	0.135	0.656	0.496	વિનાશ
peremptory	0.429	0.426	0.606	અનુચિત
perennial	0.527	0.358	0.500	બારમાસી
perfect	0.980	0.471	0.870	સંપૂર્ણ
perfection	0.881	0.745	0.934	પૂર્ણતા
perfectionist	0.667	0.704	0.905	પૂર્ણતાવાદી
perfecto	0.802	0.567	0.889	સંપૂર્ણ
perforated	0.219	0.607	0.344	છિદ્રિત
perforation	0.365	0.668	0.578	છિદ્ર
perforce	0.357	0.689	0.354	દબાણ
perform	0.765	0.555	0.773	પ્રદર્શન
performance	0.750	0.520	0.672	કામગીરી
performer	0.541	0.530	0.708	કલાકાર
perfume	0.740	0.472	0.463	અત્તર
perfumed	0.816	0.471	0.509	સુગંધિત
peri	0.448	0.433	0.370	પેરી
peridot	0.458	0.481	0.435	પેરીડોટ
peril	0.052	0.910	0.518	જોખમ
perilous	0.143	0.862	0.575	જોખમી
perimeter	0.470	0.443	0.555	પરિમિતિ
period	0.396	0.324	0.588	સમયગાળો
periodic	0.677	0.324	0.508	સામયિક
periodical	0.550	0.298	0.430	સામયિક
periodically	0.480	0.314	0.515	સમયાંતરે
periodicity	0.646	0.324	0.645	સામયિકતા
peripheral	0.406	0.406	0.549	પેરિફેરલ
periphery	0.469	0.360	0.366	પરિઘ
periscope	0.604	0.375	0.609	પેરીસ્કોપ
perish	0.296	0.570	0.415	નાશ
perishable	0.270	0.464	0.354	નાશવંત
perished	0.135	0.596	0.225	નાશ પામ્યો
perishing	0.229	0.423	0.148	નાશવંત
perjury	0.229	0.686	0.409	ખોટી જુબાની
perk	0.903	0.519	0.682	લાભ
perky	0.896	0.792	0.673	ગાઢ
perm	0.667	0.465	0.741	perm
permanence	0.771	0.370	0.708	સ્થાયીતા
permanent	0.745	0.345	0.736	કાયમી
permeable	0.635	0.402	0.495	પારગમ્ય
permeate	0.417	0.410	0.407	પ્રવેશવું
permeation	0.418	0.559	0.536	પ્રવેશ
permissible	0.684	0.646	0.612	અનુમતિપાત્ર
permission	0.612	0.311	0.580	પરવાનગી
permissive	0.633	0.389	0.413	પરવાનગી આપનારું
permit	0.733	0.349	0.518	પરવાનગી
permitted	0.865	0.410	0.613	પરવાનગી છે
permitting	0.724	0.481	0.661	પરવાનગી આપે છે
permutation	0.385	0.588	0.500	ક્રમચય
pernicious	0.229	0.600	0.382	હાનિકારક
peroxide	0.458	0.529	0.510	પેરોક્સાઇડ
perpendicular	0.510	0.398	0.439	લંબ
perpetrate	0.327	0.837	0.732	ગુનેગાર
perpetrator	0.229	0.765	0.538	ગુનેગાર
perpetual	0.625	0.438	0.741	શાશ્વત
perpetually	0.510	0.473	0.868	નિરંતર
perpetuate	0.397	0.588	0.788	કાયમી રાખવું
perpetuation	0.510	0.677	0.716	કાયમી
perpetuity	0.590	0.434	0.759	શાશ્વતતા
perplexed	0.312	0.705	0.318	મૂંઝવણ
perplexing	0.316	0.530	0.362	મૂંઝવણ
perplexity	0.275	0.720	0.500	મૂંઝવણ
persecute	0.281	0.873	0.509	સતાવણી
persecution	0.229	0.865	0.660	સતાવણી
perseverance	0.888	0.630	0.796	ખંત
persevere	0.802	0.583	0.937	ધીરજ રાખો
persist	0.765	0.644	0.727	ટકી રહેવું
persistence	0.684	0.611	0.873	દ્રઢતા
persistent	0.646	0.667	0.815	સતત
persisting	0.697	0.677	0.745	સતત
person	0.646	0.363	0.596	વ્યક્તિ
persona	0.741	0.480	0.743	વ્યક્તિત્વ
personable	0.816	0.520	0.637	વ્યક્તિત્વને પાત્ર
personage	0.653	0.324	0.698	વ્યક્તિત્વ
personal	0.750	0.311	0.467	વ્યક્તિગત
personality	0.896	0.513	0.790	વ્યક્તિત્વ
personification	0.760	0.471	0.691	અવતાર
personnel	0.729	0.344	0.587	કર્મચારીઓ
persons	0.869	0.302	0.588	વ્યક્તિઓ
perspective	0.688	0.470	0.704	પરિપ્રેક્ષ્ય
perspiration	0.385	0.667	0.490	પરસેવો
persuade	0.620	0.618	0.709	સમજાવવું
persuasion	0.612	0.670	0.537	સમજાવટ
persuasive	0.740	0.700	0.657	પ્રેરક
pert	0.469	0.460	0.348	pert
pertinent	0.580	0.333	0.723	પ્રાસંગિક
perturbation	0.270	0.840	0.500	ખલેલ
pertussis	0.279	0.569	0.386	પેર્ટ્યુસિસ
perusal	0.622	0.235	0.543	અવલોકન
peruse	0.503	0.270	0.439	અવલોકન
pervading	0.418	0.684	0.728	વ્યાપક
perverse	0.146	0.808	0.464	વિકૃત
perversion	0.083	0.830	0.490	વિકૃતિ
pervert	0.082	0.863	0.500	વિકૃત
perverted	0.062	0.918	0.436	વિકૃત
pesky	0.250	0.760	0.431	ત્રાસદાયક
pessimism	0.083	0.484	0.264	નિરાશાવાદ
pessimist	0.125	0.470	0.218	નિરાશાવાદી
pessimistic	0.088	0.394	0.236	નિરાશાવાદી
pest	0.188	0.680	0.452	જંતુ
pester	0.143	0.780	0.385	પેસ્ટર
pestilence	0.122	0.660	0.283	રોગચાળો
pestle	0.427	0.463	0.426	મુસળી
pesto	0.531	0.323	0.336	pesto
pet	0.875	0.327	0.305	પાલતુ
petal	0.810	0.194	0.211	પાંખડી
petite	0.510	0.354	0.245	નાનું
petition	0.498	0.575	0.415	અરજી
petitioner	0.601	0.531	0.566	અરજદાર
petloss	0.271	0.481	0.424	પેટલોસ
petpeeve	0.375	0.594	0.392	પેટપીવ
petrified	0.221	0.625	0.232	પેટ્રિફાઇડ
petrify	0.177	0.571	0.447	પેટ્રિફાઇ
petrol	0.418	0.519	0.577	પેટ્રોલ
petroleum	0.583	0.451	0.640	પેટ્રોલિયમ
petticoat	0.550	0.396	0.351	પેટીકોટ
petting	0.812	0.462	0.480	પાલતુ
petty	0.210	0.537	0.236	નાનું
petulant	0.247	0.685	0.491	પેટ્યુલન્ટ
petunia	0.583	0.260	0.356	પેટુનિયા
pew	0.449	0.235	0.664	પ્યુ
pewter	0.396	0.260	0.321	પીટર
peyote	0.406	0.462	0.426	peyote
phalanx	0.398	0.398	0.455	ફાલેન્ક્સ
phantom	0.260	0.759	0.448	ફેન્ટમ
pharaoh	0.656	0.491	0.798	રાજા
pharmaceutical	0.500	0.435	0.562	ફાર્માસ્યુટિકલ
pharmacist	0.592	0.382	0.648	ફાર્માસિસ્ટ
pharmacology	0.560	0.440	0.526	ફાર્માકોલોજી
pharmacy	0.531	0.337	0.542	ફાર્મસી
phase	0.645	0.300	0.482	તબક્કો
pheasant	0.541	0.362	0.292	તેતર
phenomenal	0.915	0.750	0.918	અસાધારણ
phenomenon	0.625	0.721	0.848	ઘટના
pheromone	0.561	0.573	0.561	ફેરોમોન
phew	0.531	0.429	0.302	ઓફ
phi	0.420	0.361	0.452	ફી
philanthropic	0.812	0.426	0.717	પરોપકારી
philanthropist	0.704	0.463	0.623	પરોપકારી
philanthropy	0.745	0.412	0.801	પરોપકાર
philistine	0.390	0.500	0.491	ફિલિસ્ટીન
philosopher	0.684	0.316	0.720	ફિલસૂફ
philosophic	0.688	0.270	0.655	ફિલોસોફિક
philosophical	0.719	0.275	0.713	ફિલોસોફિકલ
philosophy	0.684	0.255	0.640	ફિલસૂફી
phlegm	0.173	0.394	0.240	કફ
pho	0.541	0.370	0.384	pho
phobia	0.173	0.904	0.291	ફોબિયા
phoenix	0.653	0.481	0.594	ફોનિક્સ
phone	0.729	0.344	0.418	ફોન
phonetic	0.542	0.435	0.536	ધ્વન્યાત્મક
phonetics	0.646	0.425	0.519	ફોનેટિક્સ
phonics	0.490	0.519	0.455	ફોનિક્સ
phonograph	0.561	0.398	0.565	ફોનોગ્રાફ
phonology	0.695	0.402	0.512	ફોનોલોજી
phony	0.115	0.592	0.202	નકલી
phooey	0.333	0.490	0.352	ફૂઈ
phosphate	0.500	0.306	0.407	ફોસ્ફેટ
phosphor	0.438	0.480	0.427	ફોસ્ફર
phosphorus	0.429	0.539	0.370	ફોસ્ફરસ
photo	0.729	0.327	0.431	ફોટો
photogenic	0.780	0.500	0.495	ફોટોજેનિક
photograph	0.677	0.353	0.358	ફોટોગ્રાફ
photographer	0.714	0.481	0.562	ફોટોગ્રાફર
photographic	0.761	0.429	0.564	ફોટોગ્રાફિક
photography	0.630	0.431	0.360	ફોટોગ્રાફી
photometry	0.417	0.456	0.436	ફોટોમેટ્રી
photon	0.459	0.439	0.455	ફોટોન
phrase	0.630	0.264	0.314	શબ્દસમૂહ
phraseology	0.620	0.406	0.537	શબ્દસમૂહશાસ્ત્ર
phylogeny	0.378	0.410	0.481	ફાયલોજેની
physical	0.750	0.520	0.607	ભૌતિક
physical therapist	0.531	0.337	0.775	ભૌતિક ચિકિત્સક
physician	0.583	0.490	0.843	ચિકિત્સક
physicist	0.635	0.538	0.693	ભૌતિકશાસ્ત્રી
physics	0.582	0.415	0.664	ભૌતિકશાસ્ત્ર
physiological	0.510	0.418	0.620	શારીરિક
physiology	0.521	0.451	0.519	શરીરવિજ્ઞાન
physique	0.643	0.500	0.543	શરીર
pi	0.469	0.265	0.400	pi
pianist	0.806	0.491	0.573	પિયાનોવાદક
piano	0.704	0.343	0.438	પિયાનો
piazza	0.625	0.471	0.472	પિયાઝા
piccolo	0.625	0.423	0.380	પિકોલો
pick	0.500	0.464	0.525	ચૂંટવું
picked	0.740	0.518	0.670	પસંદ કરેલ
picker	0.534	0.340	0.609	પીકર
picket	0.365	0.615	0.451	ધરણાં
picketing	0.330	0.557	0.471	ધરણાં
pickle	0.593	0.449	0.288	અથાણું
pickled	0.344	0.450	0.291	અથાણું
pickpocket	0.365	0.704	0.449	પિકપોકેટ
pickup	0.561	0.529	0.420	પિકઅપ
picky	0.257	0.729	0.598	ચૂંટેલા
picnic	0.625	0.470	0.375	પિકનિક
pictorial	0.704	0.481	0.476	ચિત્રાત્મક
picture	0.714	0.308	0.462	ચિત્ર
pictures	0.653	0.240	0.405	ચિત્રો
picturesque	0.802	0.491	0.483	મનોહર
pie	0.880	0.402	0.368	પાઇ
piece	0.646	0.245	0.367	ટુકડો
piecemeal	0.615	0.269	0.319	ટુકડો
pieceofshit	0.083	0.724	0.292	ટુકડો
pied	0.594	0.433	0.350	pied
pier	0.583	0.279	0.445	થાંભલો
pierce	0.365	0.670	0.611	પિયર્સ
piety	0.760	0.340	0.482	ધર્મનિષ્ઠા
pig	0.343	0.368	0.324	ડુક્કર
pigeon	0.688	0.224	0.276	કબૂતર
piggy	0.541	0.365	0.412	પિગી
piggyback	0.438	0.490	0.343	પિગીબેક
pigheaded	0.271	0.472	0.358	પિગહેડેડ
piglet	0.540	0.443	0.250	પિગલેટ
pigment	0.390	0.333	0.339	રંગદ્રવ્ય
pigskin	0.347	0.449	0.300	પિગસ્કીન
pigsty	0.133	0.529	0.221	પિગસ્ટી
pike	0.427	0.410	0.452	પાઈક
pile	0.461	0.320	0.539	ખૂંટો
piles	0.469	0.423	0.468	થાંભલાઓ
pileup	0.340	0.559	0.446	ખૂંટો
pilgrim	0.531	0.404	0.569	યાત્રાળુ
pilgrimage	0.708	0.522	0.625	તીર્થયાત્રા
pill	0.573	0.407	0.368	ગોળી
