English Word	Valence	Arousal	Dominance	Sinhala Word
launches	0.490	0.663	0.602	දියත් කරයි
launder	0.479	0.450	0.349	රෙදි සෝදන්න
laundering	0.439	0.327	0.444	විශුද්ධිකරණය
laundry	0.644	0.292	0.377	රෙදි සෝදන
laureate	0.724	0.402	0.702	සම්මානලාභී
laurel	0.646	0.146	0.302	ලෝරල්
laurels	0.684	0.279	0.545	ලෝරල්
lava	0.280	0.539	0.615	ලාවා
lavage	0.615	0.467	0.361	සේදීම
lavatory	0.510	0.400	0.259	වැසිකිළිය
lavender	0.812	0.198	0.388	ලැවෙන්ඩර්
lavish	0.792	0.648	0.730	සුඛෝපභෝගී
law	0.740	0.590	0.815	නීතිය
lawful	0.660	0.394	0.780	නීත්යානුකූල
lawless	0.219	0.690	0.420	නීති විරෝධී
lawlessness	0.156	0.804	0.509	අවනීතිය
lawman	0.510	0.523	0.786	නීතිපති
lawn	0.686	0.153	0.192	තණකොළ
lawnmower	0.480	0.531	0.355	තණකොළ කපන යන්ත්රය
lawsuit	0.219	0.794	0.611	නඩු
lawyer	0.521	0.569	0.784	නීතිඥයා
lax	0.430	0.401	0.300	ලිහිල්
laxative	0.271	0.550	0.528	විරේචක
lay	0.521	0.336	0.491	ගිහි
layaway	0.429	0.510	0.451	layway
layer	0.500	0.208	0.366	ස්ථරය
layered	0.571	0.306	0.436	ස්ථර කර ඇත
layman	0.531	0.339	0.424	ගිහියා
layout	0.615	0.442	0.557	පිරිසැලසුම
layover	0.520	0.355	0.500	තැබීම
laziness	0.271	0.240	0.132	කම්මැලිකම
lazy	0.392	0.264	0.096	කම්මැලි
lazyday	0.337	0.319	0.145	කම්මැලි දවසක්
lea	0.583	0.294	0.358	ලී
lead	0.323	0.657	0.455	නායකත්වය
leaded	0.439	0.625	0.595	නායකත්වය දුන්නා
leader	0.833	0.582	0.926	නායක
leadership	0.870	0.690	0.983	නායකත්වය
leading	0.823	0.698	0.954	නායකත්වය
leads	0.530	0.471	0.615	නායකත්වය දෙයි
leaf	0.583	0.156	0.294	කොළ
leaflet	0.490	0.206	0.375	පත්රිකාව
leafy	0.653	0.530	0.700	කොළ සහිත
league	0.656	0.340	0.462	ලීගය
leak	0.378	0.833	0.520	කාන්දුව
leakage	0.188	0.731	0.528	කාන්දු වීම
leaky	0.170	0.686	0.288	කාන්දු වන
lean	0.734	0.353	0.438	කෙට්ටු
leaned	0.570	0.373	0.490	නැඹුරු විය
leaning	0.480	0.409	0.352	නැඹුරුව
leap	0.750	0.663	0.667	පිම්ම
learn	0.833	0.643	0.829	ඉගෙන ගන්නවා
learned	0.704	0.462	0.543	ඉගෙන ගත්තා
learner	0.698	0.475	0.398	ඉගෙන ගන්නෙක්
learning	0.833	0.588	0.574	ඉගෙන ගන්නවා
lease	0.520	0.463	0.545	බදු දීම
leash	0.320	0.347	0.427	පටි
leather	0.510	0.324	0.341	සම්
leathery	0.418	0.471	0.411	සම් සහිත
leave	0.375	0.315	0.295	යන්න
leavemealone	0.240	0.472	0.402	මට තනිවම ඉන්න දෙන්න
leaving	0.163	0.542	0.371	පිටත් වෙනවා
lecherous	0.135	0.704	0.376	කපටි
lecture	0.594	0.462	0.737	දේශනය
lecturer	0.677	0.549	0.736	කථිකාචාර්ය
ledge	0.406	0.235	0.339	ලෙජ්
ledger	0.510	0.362	0.609	ලෙජරය
lee	0.510	0.269	0.296	ලී
leech	0.250	0.623	0.268	කූඩැල්ලන්
leeches	0.115	0.698	0.295	කූඩැල්ලන්
leer	0.612	0.348	0.509	ලෙයර්
leery	0.337	0.640	0.410	උමතු
lees	0.360	0.567	0.406	ලීස්
leeway	0.562	0.577	0.569	විවේකය
left	0.354	0.370	0.361	අත්හැරියා
leftout	0.229	0.365	0.245	ඉතිරි
leftover	0.490	0.460	0.222	ඉතිරි
leftovers	0.219	0.350	0.116	ඉතිරි
lefty	0.490	0.406	0.379	වාම
leg	0.510	0.373	0.313	කකුල
legacy	0.792	0.529	0.827	උරුමය
legal	0.653	0.387	0.887	නීතිමය
legality	0.765	0.343	0.713	නීත්යානුකූලභාවය
legalize	0.510	0.460	0.818	නීතිගත කරනවා
legalized	0.760	0.440	0.855	නීතිගත කර ඇත
legally	0.771	0.482	0.842	නීත්‍යානුකූලව
legend	0.837	0.519	0.750	පුරාවෘත්තය
legendary	0.857	0.537	0.863	පුරාවෘත්ත
legibility	0.771	0.481	0.580	පැහැදිලි බව
legible	0.673	0.279	0.509	කියවිය හැකි
legion	0.469	0.570	0.852	සේනාංකය
legislate	0.571	0.582	0.736	නීති සම්පාදනය කරයි
legislation	0.531	0.418	0.808	නීති සම්පාදනය
legislative	0.633	0.365	0.800	ව්යවස්ථාදායකය
legislator	0.490	0.580	0.877	ව්යවස්ථාදායකය
legislature	0.540	0.435	0.698	ව්යවස්ථාදායකය
legit	0.747	0.427	0.849	නීත්යානුකූල
legitimacy	0.823	0.420	0.855	නීත්යානුකූල භාවය
legitimate	0.792	0.363	0.841	නීත්යානුකූල
lego	0.600	0.294	0.189	ලෙගෝ
legs	0.479	0.407	0.228	කකුල්
legume	0.520	0.302	0.465	රනිල කුලයට අයත් බෝග
legwork	0.622	0.560	0.509	කකුල් වැඩ
leisure	0.631	0.429	0.421	විවේකය
leisurely	0.806	0.250	0.367	විවේකයෙන්
lemma	0.530	0.284	0.391	lemma
lemon	0.596	0.317	0.316	දෙහි
lemonade	0.661	0.287	0.412	ලෙමනේඩ්
lend	0.520	0.461	0.508	ණයට දෙනවා
lender	0.340	0.520	0.703	ණය දෙන්නා
lending	0.510	0.585	0.462	ණය දෙනවා
length	0.479	0.308	0.533	දිග
lengthen	0.619	0.481	0.566	දිගු කරන්න
lengthened	0.448	0.530	0.474	දිගු කර ඇත
lengthening	0.673	0.530	0.528	දිගු කිරීම
lengthwise	0.571	0.470	0.528	දිගට
lengthy	0.570	0.342	0.528	දිගු
leniency	0.517	0.436	0.545	ලිහිල් බව
lenient	0.520	0.451	0.340	ලිහිල්
lens	0.420	0.245	0.472	කාච
leopard	0.542	0.755	0.611	දිවියා
leotard	0.510	0.429	0.391	leotard
leper	0.075	0.589	0.206	ලාදුරු රෝගියා
leprechaun	0.417	0.480	0.417	කූඩැල්ලන්
leprosy	0.130	0.670	0.349	ලාදුරු රෝගය
lesion	0.240	0.623	0.361	තුවාලය
less	0.265	0.240	0.115	අඩු
lessee	0.417	0.474	0.595	බදුකරු
lessen	0.235	0.284	0.255	අඩු කරනවා
lessening	0.375	0.300	0.277	අඩු කිරීම
lesser	0.396	0.167	0.211	අඩු
lesson	0.704	0.577	0.593	පාඩම
lessor	0.552	0.490	0.623	බදු දෙන්නා
let	0.427	0.373	0.307	ඉඩ
lethal	0.156	0.800	0.745	මාරාන්තික
lethargic	0.214	0.245	0.375	උදාසීන
lethargy	0.194	0.302	0.316	උදාසීනත්වය
letter	0.635	0.279	0.342	ලිපියක්
lettered	0.542	0.361	0.482	අකුරු සහිත
letterhead	0.450	0.316	0.462	ලිපි ශීර්ෂය
lettering	0.541	0.180	0.431	අකුරු ලිවීම
letters	0.663	0.327	0.364	අකුරු
lettuce	0.594	0.163	0.291	ලෙටිස්
leukemia	0.094	0.572	0.351	ලියුකේමියාව
levee	0.520	0.324	0.490	බැම්ම
level	0.622	0.277	0.491	මට්ටමින්
lever	0.400	0.343	0.402	ලීවරය
leverage	0.459	0.500	0.629	උත්තෝලනය
levitate	0.561	0.598	0.551	ලෙවිටේට්
levy	0.438	0.420	0.491	බද්ද
lewd	0.188	0.673	0.412	සල්ලාල
lexicon	0.561	0.463	0.615	ශබ්දකෝෂය
ley	0.604	0.389	0.764	ලේ
liabilities	0.429	0.608	0.694	වගකීම්
liability	0.646	0.500	0.802	වගකීම
liable	0.656	0.519	0.821	වගකිව යුතු ය
liaison	0.698	0.337	0.472	සම්බන්ධතාවය
liar	0.042	0.606	0.339	බොරුකාරයා
libel	0.128	0.694	0.403	අපහාස කරනවා
libelous	0.125	0.735	0.436	නින්දා සහගතය
liberal	0.565	0.565	0.755	ලිබරල්
liberalism	0.562	0.712	0.750	ලිබරල්වාදය
liberate	0.760	0.632	0.708	නිදහස් කරනවා
liberated	0.780	0.630	0.683	නිදහස් කළා
liberating	0.915	0.620	0.745	නිදහස් කරනවා
liberation	0.745	0.614	0.857	විමුක්ති
liberty	0.938	0.579	0.836	නිදහස
libido	0.770	0.602	0.571	ලිබිඩෝ
librarian	0.625	0.135	0.509	පුස්තකාලයාධිපති
library	0.776	0.122	0.549	පුස්තකාලය
libretto	0.612	0.328	0.406	ලිබ්රෙටෝ
lice	0.133	0.500	0.194	උකුණන්
license	0.500	0.394	0.702	බලපත්රය
lichen	0.418	0.388	0.463	ලයිකන
lick	0.470	0.482	0.330	ලෙවකන්න
licorice	0.677	0.310	0.400	වැල්මී
lid	0.490	0.189	0.255	පියන
lie	0.130	0.725	0.272	බොරු කියනවා
liege	0.479	0.426	0.452	ලයිජ්
lien	0.396	0.580	0.441	බද්ද
lieu	0.427	0.410	0.312	වෙනුවට
lieutenant	0.594	0.612	0.920	ලුතිනන්
life	0.918	0.615	0.824	ජීවිතය
lifeblood	0.673	0.690	0.708	ජීව රුධිරය
lifeboat	0.724	0.425	0.533	ජීවිතාරක්ෂක බෝට්ටුව
lifeguard	0.870	0.606	0.786	ජීවිත ආරක්ෂකයා
lifeisgood	0.812	0.575	0.611	ජීවිතය හොඳයි
lifeless	0.042	0.333	0.163	පණ නැති
lifelike	0.776	0.567	0.765	ජීවමානයි
lifeline	0.735	0.552	0.496	ජීවන රේඛාව
lifelong	0.823	0.330	0.640	ජීවිත කාලය පුරාම
lifer	0.427	0.519	0.398	ජීවිතාන්තය දක්වා සිරකරුවෙක්
lifesaver	0.908	0.745	0.703	ජීවිතාරක්ෂක
lifestyle	0.750	0.472	0.645	ජීවන රටාව
lifesucks	0.167	0.637	0.377	ජීවිතය අප්රසන්නයි
lifetime	0.816	0.559	0.736	ජීවිත කාලය
lift	0.704	0.518	0.656	ඔසවන්න
lifted	0.714	0.441	0.657	උස්සලා
liftoff	0.531	0.667	0.588	එසවීම
ligament	0.490	0.410	0.510	බන්ධන
ligation	0.344	0.423	0.396	බැඳීම
ligature	0.478	0.430	0.447	ලිගුව
light	0.771	0.320	0.519	ආලෝකය
light year	0.719	0.425	0.593	ආලෝක වර්ෂය
lightbulb	0.573	0.255	0.302	විදුලි බුබුල
lighten	0.688	0.438	0.362	සැහැල්ලු කරන්න
lightheaded	0.347	0.620	0.255	සැහැල්ලු හිස සහිත
lighthouse	0.622	0.240	0.510	ප්රදීපාගාරය
lighting	0.765	0.440	0.750	ආලෝකය සපයන
lightness	0.794	0.360	0.526	සැහැල්ලු බව
lightning	0.429	0.683	0.595	අකුණු
lights	0.750	0.480	0.575	පහන්
lightweight	0.670	0.300	0.358	සැහැල්ලු
likable	0.865	0.480	0.663	ප්රියජනකයි
like	0.719	0.353	0.446	මෙන්
likelihood	0.760	0.469	0.542	සම්භාවිතාව
likely	0.633	0.356	0.454	ඉඩ ඇත
likeness	0.688	0.410	0.561	සමානකම
likewise	0.651	0.217	0.312	එලෙසම
liking	0.963	0.604	0.589	කැමති
lilac	0.688	0.180	0.357	ලිලැක්
lily	0.640	0.245	0.263	ලිලී
limb	0.510	0.397	0.427	අතපය
limber	0.688	0.729	0.673	ලිම්බර්
limbo	0.385	0.284	0.309	අතපය
lime	0.594	0.240	0.415	දෙහි
limelight	0.667	0.639	0.694	දෙහි ආලෝකය
limestone	0.602	0.323	0.381	හුණුගල්
limey	0.469	0.347	0.415	දෙහි
limit	0.427	0.453	0.500	සීමාව
limitation	0.190	0.431	0.225	සීමා කිරීම
limited	0.229	0.273	0.380	සීමිතයි
limitless	0.688	0.574	0.655	අසීමිතයි
limo	0.760	0.367	0.667	ලිමෝ
limousine	0.638	0.531	0.640	ලිමොසින්
limp	0.393	0.440	0.172	කොර වීම
lin	0.416	0.362	0.343	ලින්
line	0.541	0.180	0.353	රේඛාව
lineage	0.633	0.465	0.721	පෙළපත
lineal	0.521	0.170	0.474	රේඛීය
linear	0.646	0.250	0.472	රේඛීය
linebacker	0.490	0.660	0.543	ලයින්බැකර්
lined	0.438	0.367	0.424	පෙල ගැසී ඇත
linen	0.656	0.323	0.286	හණ රෙදි
liner	0.469	0.396	0.400	ලයිනර්
lines	0.542	0.317	0.330	රේඛා
lineup	0.635	0.427	0.638	පේලි ගැහෙන්න
linger	0.480	0.311	0.412	පමා වෙනවා
lingerie	0.543	0.463	0.308	යට ඇඳුම්
lingering	0.630	0.643	0.667	කල්පවතින
lingo	0.448	0.364	0.447	භාෂාව
lingual	0.500	0.457	0.315	භාෂාමය
linguini	0.625	0.338	0.355	linguini
linguist	0.583	0.330	0.634	වාග් විද්යාඥයා
linguistic	0.646	0.351	0.618	භාෂාමය
linguistics	0.552	0.390	0.618	වාග් විද්යාව
lining	0.571	0.363	0.472	ලයිනිං
link	0.427	0.264	0.491	සබැඳිය
linoleum	0.510	0.378	0.402	ලිෙනෝලියම්
lint	0.388	0.173	0.214	ලින්ට්
lion	0.532	0.717	0.682	සිංහයා
lip	0.541	0.348	0.443	තොල්
liposuction	0.292	0.684	0.464	liposuction
lipstick	0.653	0.429	0.306	ලිප්ස්ටික්
liquefaction	0.449	0.622	0.535	ද්රවීකරණය
liquefied	0.562	0.463	0.342	ද්රවීකරණය කරන ලද
liqueur	0.670	0.612	0.389	ලිකියර
liquid	0.562	0.235	0.307	දියර
liquidate	0.327	0.654	0.664	ඈවර කරන්න
liquidation	0.417	0.625	0.649	ඈවර කිරීම
liquidator	0.354	0.663	0.750	ඈවර කරන්නා
liquidity	0.688	0.529	0.534	ද්රවශීලතාව
liquor	0.603	0.702	0.433	මත්පැන්
lira	0.530	0.255	0.370	ලීරා
lisp	0.365	0.412	0.288	ලිස්ප්
list	0.528	0.260	0.402	ලැයිස්තුව
listen	0.771	0.360	0.445	සවන් දෙන්න
listener	0.667	0.375	0.403	සවන්දෙන්නා
listenting	0.640	0.377	0.491	සවන් දීම
listing	0.438	0.273	0.432	ලැයිස්තුගත කිරීම
listless	0.219	0.350	0.231	උදාසීන
listneing	0.531	0.370	0.433	සවන් දීම
litany	0.510	0.365	0.482	පූජාසනය
liter	0.573	0.208	0.382	ලීටර්
literacy	0.730	0.306	0.638	සාක්ෂරතාව
literal	0.570	0.353	0.574	වචනාර්ථයෙන්
literally	0.571	0.353	0.673	වචනාර්ථයෙන්
literary	0.719	0.324	0.667	සාහිත්යමය
literature	0.708	0.250	0.598	සාහිත්යය
lithe	0.656	0.596	0.602	ලිත්
lithium	0.417	0.330	0.430	ලිතියම්
lithograph	0.551	0.327	0.481	ලිතෝග්රැෆ්
lithography	0.561	0.346	0.473	ලිතෝග්රැෆි
lithology	0.519	0.378	0.525	පාෂාණ විද්යාව
lithosphere	0.473	0.333	0.689	ශිලාගෝලය
litigant	0.219	0.577	0.696	නඩුකාර
litigate	0.260	0.819	0.712	නඩු පවරනවා
litigation	0.388	0.760	0.602	නඩු පැවරීම
litigator	0.429	0.630	0.732	නඩුකාරයා
litigious	0.360	0.736	0.632	නඩුකාර
litter	0.255	0.551	0.110	කුණු
little	0.385	0.160	0.213	කුඩා
littlethings	0.740	0.311	0.242	සුළු දේවල්
littoral	0.551	0.387	0.452	මුහුදුබඩ
liturgy	0.490	0.327	0.568	නමස්කාරය
live	0.880	0.673	0.676	සජීවි
livelife	0.792	0.624	0.664	සජීවී ජීවිතය
livelihood	0.698	0.481	0.721	ජීවනෝපාය
lively	0.847	0.810	0.642	සජීවී
liven	0.708	0.713	0.673	සජීවී
liver	0.439	0.290	0.385	අක්මාව
livery	0.510	0.417	0.429	ජීවමාන
livestock	0.729	0.420	0.519	ගොවිපොළක සතුන්
livid	0.469	0.788	0.490	ලිවිඩ්
living	0.865	0.608	0.727	ජීවන
lizard	0.378	0.375	0.324	කටුස්සා
llama	0.490	0.590	0.519	ලාමා
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	පැටවීම
loader	0.562	0.377	0.686	පැටවුම්කරු
loaf	0.755	0.250	0.277	රොටිය
loafer	0.235	0.396	0.254	ලෝෆර්
loam	0.469	0.373	0.673	ලෝම
loan	0.552	0.480	0.352	ණය
loath	0.135	0.714	0.445	පිළිකුල
loathe	0.094	0.730	0.429	පිළිකුල් කරනවා
loathful	0.068	0.740	0.358	පිළිකුල් සහගතය
loathing	0.083	0.796	0.368	පිළිකුල් කරනවා
loathsome	0.120	0.694	0.343	පිළිකුල් සහගතයි
lobby	0.625	0.427	0.472	ලොබිය
lobbyist	0.385	0.527	0.565	ලොබිකාරයා
lobe	0.459	0.364	0.352	lobe
lobotomy	0.296	0.598	0.402	lobotomy
lobster	0.571	0.356	0.291	පොකිරිස්සා
local	0.656	0.269	0.452	දේශීය
locale	0.449	0.387	0.352	ස්ථානය
locality	0.582	0.336	0.464	දේශීයත්වය
localization	0.552	0.330	0.545	ප්රාදේශීයකරණය
localize	0.520	0.481	0.679	දේශීයකරණය
localized	0.490	0.460	0.621	දේශීයකරණය
locate	0.583	0.520	0.786	ස්ථානගත කරන්න
location	0.615	0.375	0.546	ස්ථානය
locator	0.480	0.426	0.614	ස්ථානගත කරන්නා
loch	0.449	0.235	0.425	loch
lock	0.271	0.585	0.600	අගුල
locker	0.439	0.300	0.393	ලොකරය
locket	0.615	0.327	0.616	ලොකට්
locksmith	0.510	0.417	0.491	අගුලු දමන්නා
lockup	0.240	0.602	0.617	අගුලු දැමීම
loco	0.306	0.774	0.226	loco
locomotion	0.470	0.600	0.595	චලනය
locomotive	0.542	0.650	0.721	දුම්රිය එන්ජිම
locust	0.479	0.412	0.417	පළඟැටියන්
lode	0.365	0.423	0.318	ලෝඩ්
lodge	0.656	0.356	0.474	නවාතැන
lodger	0.480	0.448	0.304	නවාතැන
lodging	0.713	0.286	0.527	නවාතැන්
loft	0.510	0.378	0.343	උඩු මහල
lofty	0.755	0.306	0.569	උස් වූ
log	0.591	0.371	0.395	ලඝු
logarithm	0.520	0.439	0.551	ලඝුගණකය
